Date,Stage,Stage Length,Daily Degree Days,Stage Sum Degree Days
1981-02-16,Emergence,143,1.2592108821192354,270.4370635403176
1981-02-17,Emergence,144,0.8438961771267194,271.2809597174443
1981-02-18,Emergence,145,0.39589602219511855,271.67685573963945
1981-02-19,Emergence,146,0.02842767593742993,271.7052834155769
1981-02-20,Emergence,147,0.17146804450417485,271.8767514600811
1981-02-21,Emergence,148,0.0,271.8767514600811
1981-02-22,Emergence,149,0.028881380619716516,271.90563284070083
1981-02-23,Emergence,150,0.058068732209759506,271.96370157291057
1981-02-24,Emergence,151,0.029188181896056063,271.99288975480664
1981-02-25,Emergence,152,0.0,271.99288975480664
1981-02-26,Emergence,153,0.0,271.99288975480664
1981-02-27,Emergence,154,1.0972114216589803,273.0901011764656
1981-02-28,Emergence,155,2.116599210782433,275.2067003872481
1981-03-01,Emergence,156,3.056824113795774,278.26352450104383
1981-03-02,Emergence,157,2.6511904646640576,280.9147149657079
1981-03-03,Emergence,158,1.726309888407333,282.64102485411524
1981-03-04,Emergence,159,0.33490343832094394,282.9759282924362
1981-03-05,Emergence,160,1.6833317890173956,284.6592600814536
1981-03-06,Double Ridge,1,2.408455761947389,2.408455761947389
1981-03-07,Double Ridge,2,3.0782035970651718,5.486659359012561
1981-03-08,Double Ridge,3,4.139869130235297,9.626528489247859
1981-03-09,Double Ridge,4,4.020144397800963,13.646672887048823
1981-03-10,Double Ridge,5,4.474634867667068,18.12130775471589
1981-03-11,Double Ridge,6,4.462300428101505,22.583608182817393
1981-03-12,Double Ridge,7,3.9226745043886346,26.506282687206028
1981-03-13,Double Ridge,8,3.4138575612040136,29.920140248410043
1981-03-14,Double Ridge,9,2.1301093226766423,32.05024957108669
1981-03-15,Double Ridge,10,2.3811117698726227,34.43136134095931
1981-03-16,Double Ridge,11,1.490647741085968,35.92200908204528
1981-03-17,Double Ridge,12,0.834823682502614,36.756832764547894
1981-03-18,Double Ridge,13,1.8757400540749865,38.63257281862288
1981-03-19,Double Ridge,14,2.986784173001809,41.61935699162469
1981-03-20,Double Ridge,15,3.977888892255191,45.597245883879886
1981-03-21,Double Ridge,16,3.9724707676963464,49.56971665157623
1981-03-22,Double Ridge,17,3.574402497966204,53.14411914954243
1981-03-23,Double Ridge,18,2.9443750245578597,56.08849417410029
1981-03-24,Double Ridge,19,4.250625676797952,60.33911985089824
1981-03-25,Double Ridge,20,5.38150695768586,65.7206268085841
1981-03-26,Double Ridge,21,4.467305629818469,70.18793243840257
1981-03-27,Double Ridge,22,4.023266816515865,74.21119925491844
1981-03-28,Double Ridge,23,6.383084426780899,80.59428368169934
1981-03-29,Double Ridge,24,4.605500111349493,85.19978379304884
1981-03-30,Double Ridge,25,2.8973688207365362,88.09715261378537
1981-03-31,Double Ridge,26,2.3892985474302213,90.48645116121558
1981-04-01,Double Ridge,27,3.226230399296182,93.71268156051177
1981-04-02,Double Ridge,28,3.586351594650259,97.29903315516202
1981-04-03,Double Ridge,29,2.8195531664399893,100.11858632160201
1981-04-04,Double Ridge,30,2.260629099886465,102.37921542148848
1981-04-05,Double Ridge,31,2.648513385612034,105.02772880710052
1981-04-06,Double Ridge,32,3.27090720487257,108.29863601197309
1981-04-07,Double Ridge,33,3.7322954546556573,112.03093146662874
1981-04-08,Double Ridge,34,5.418797492682073,117.44972895931082
1981-04-09,Double Ridge,35,6.960387625905643,124.41011658521646
1981-04-10,Double Ridge,36,6.699526283019169,131.10964286823562
1981-04-11,Double Ridge,37,8.338822708439688,139.44846557667532
1981-04-12,Double Ridge,38,5.9198155166850945,145.36828109336042
1981-04-13,Double Ridge,39,4.638690763256135,150.00697185661656
1981-04-14,Double Ridge,40,5.107981637960777,155.11495349457735
1981-04-15,Double Ridge,41,5.276241232819744,160.3911947273971
1981-04-16,Double Ridge,42,4.3884393146068446,164.77963404200395
1981-04-17,Double Ridge,43,3.296168810189847,168.0758028521938
1981-04-18,Double Ridge,44,3.0710554799863585,171.14685833218016
1981-04-19,Double Ridge,45,2.6819921061067844,173.82885043828693
1981-04-20,Double Ridge,46,3.316225590135877,177.1450760284228
1981-04-21,Double Ridge,47,2.207550053750448,179.35262608217326
1981-04-22,Double Ridge,48,2.0293366824158805,181.38196276458913
1981-04-23,Double Ridge,49,1.6499049089901314,183.03186767357926
1981-04-24,Double Ridge,50,1.46363752089223,184.4955051944715
1981-04-25,Double Ridge,51,1.7100473305760613,186.20555252504755
1981-04-26,Double Ridge,52,1.82496115481609,188.03051367986365
1981-04-27,Double Ridge,53,2.9632307397093367,190.99374441957298
1981-04-28,Double Ridge,54,2.505644587337596,193.49938900691058
1981-04-29,Double Ridge,55,5.775998463533017,199.2753874704436
1981-04-30,Double Ridge,56,7.213699653391682,206.48908712383528
1981-05-01,Double Ridge,57,4.002508725913693,210.49159584974896
1981-05-02,Double Ridge,58,3.3247353381181277,213.8163311878671
1981-05-03,Double Ridge,59,1.9951728311414845,215.81150401900857
1981-05-04,Double Ridge,60,4.808630645520702,220.62013466452927
1981-05-05,Double Ridge,61,3.8309528700593662,224.45108753458865
1981-05-06,Double Ridge,62,7.570212979636399,232.02130051422506
1981-05-07,Double Ridge,63,8.025857710884551,240.04715822510963
1981-05-08,Double Ridge,64,9.040115620609516,249.08727384571915
1981-05-09,Double Ridge,65,6.946519063420117,256.03379290913927
1981-05-10,Double Ridge,66,8.637968963383312,264.67176187252255
1981-05-11,Double Ridge,67,9.522470342633383,274.1942322151559
1981-05-12,Double Ridge,68,8.977623361816253,283.1718555769722
1981-05-13,Double Ridge,69,8.462592799926936,291.6344483768991
1981-05-14,Double Ridge,70,8.706954105953024,300.3414024828521
1981-05-15,Double Ridge,71,8.219802334487444,308.56120481733956
1981-05-16,Double Ridge,72,7.49256998662244,316.05377480396197
1981-05-17,Double Ridge,73,6.872695900959931,322.9264707049219
1981-05-18,Double Ridge,74,6.401637787943377,329.3281084928653
1981-05-19,Double Ridge,75,9.399751266804977,338.72785975967025
1981-05-20,Double Ridge,76,11.873866329487566,350.6017260891578
1981-05-21,Double Ridge,77,8.464138949415497,359.0658650385733
1981-05-22,Double Ridge,78,8.227537054050096,367.2934020926234
1981-05-23,Double Ridge,79,8.914954164371323,376.20835625699476
1981-05-24,Double Ridge,80,7.297106010010821,383.50546226700556
1981-05-25,Double Ridge,81,6.517612519472317,390.0230747864779
1981-05-26,Double Ridge,82,7.039229472657437,397.0623042591353
1981-05-27,Double Ridge,83,8.304480906535003,405.3667851656703
1981-05-28,Double Ridge,84,9.084126382769055,414.45091154843936
1981-05-29,Double Ridge,85,8.956681119977814,423.4075926684172
1981-05-30,Double Ridge,86,11.116538916020314,434.5241315844375
1981-05-31,Double Ridge,87,12.413962650518389,446.9380942349559
1981-06-01,Double Ridge,88,11.705315432761118,458.643409667717
1981-06-02,Double Ridge,89,12.420919711251196,471.0643293789682
1981-06-03,Double Ridge,90,10.56211959099198,481.62644896996017
1981-06-04,Double Ridge,91,8.85853394747196,490.48498291743215
1981-06-05,Double Ridge,92,9.26830674519712,499.75328966262924
1981-06-06,Double Ridge,93,9.76405645548615,509.51734611811537
1981-06-07,Double Ridge,94,8.84987941245099,518.3672255305663
1981-06-08,Double Ridge,95,12.043858794584883,530.4110843251513
1981-06-09,Double Ridge,96,10.568315002471518,540.9793993276228
1981-06-10,Double Ridge,97,9.256318940625313,550.2357182682481
1981-06-11,Double Ridge,98,10.784150911365161,561.0198691796132
1981-06-12,Double Ridge,99,10.111692486169849,571.1315616657831
1981-06-13,Double Ridge,100,12.421299447057638,583.5528611128408
1981-06-14,Double Ridge,101,14.951875900329279,598.50473701317
1981-06-15,Double Ridge,102,14.101490897034838,612.6062279102049
1981-06-16,Anthesis,1,2.3,2.3
1981-06-17,Anthesis,2,1.9500000000000002,4.25
1981-06-18,Anthesis,3,1.5499999999999992,5.799999999999999
1981-06-19,Anthesis,4,1.3,7.099999999999999
1981-06-20,Anthesis,5,4.450000000000001,11.55
1981-06-21,Anthesis,6,3.5999999999999996,15.15
1981-06-22,Anthesis,7,4.400000000000002,19.550000000000004
1981-06-23,Anthesis,8,6.300000000000001,25.850000000000005
1981-06-24,Anthesis,9,4.6499999999999995,30.500000000000004
1981-06-25,Anthesis,10,2.5000000000000004,33.00000000000001
1981-06-26,Anthesis,11,1.100000000000001,34.10000000000001
1981-06-27,Anthesis,12,1.1000000000000005,35.20000000000001
1981-06-28,Anthesis,13,0.0,35.20000000000001
1981-06-29,Anthesis,14,2.550000000000001,37.750000000000014
1981-06-30,Anthesis,15,4.799999999999999,42.55000000000001
1981-07-01,Anthesis,16,5.100000000000001,47.65000000000001
1981-07-02,Anthesis,17,3.3000000000000003,50.95000000000001
1981-07-03,Anthesis,18,3.6,54.55000000000001
1981-07-04,Anthesis,19,3.7000000000000015,58.250000000000014
1981-07-05,Anthesis,20,7.0,65.25000000000001
1981-07-06,Anthesis,21,8.05,73.30000000000001
1981-07-07,Anthesis,22,8.45,81.75000000000001
1981-07-08,Anthesis,23,8.95,90.70000000000002
1981-07-09,Anthesis,24,10.450000000000001,101.15000000000002
1981-07-10,Anthesis,25,8.1,109.25000000000001
1981-07-11,Anthesis,26,5.9,115.15000000000002
1981-07-12,Anthesis,27,5.950000000000001,121.10000000000002
1981-07-13,Anthesis,28,7.75,128.85000000000002
1981-07-14,Anthesis,29,6.25,135.10000000000002
1981-07-15,Anthesis,30,7.850000000000001,142.95000000000002
1981-07-16,Anthesis,31,5.75,148.70000000000002
1981-07-17,Anthesis,32,3.5500000000000007,152.25000000000003
1981-07-18,Anthesis,33,4.5,156.75000000000003
1981-07-19,Anthesis,34,4.450000000000001,161.20000000000002
1981-07-20,Anthesis,35,8.8,170.00000000000003
1981-07-21,Anthesis,36,9.5,179.50000000000003
1981-07-22,Anthesis,37,5.549999999999999,185.05000000000004
1981-07-23,Anthesis,38,3.7999999999999994,188.85000000000005
1981-07-24,Anthesis,39,2.5500000000000007,191.40000000000006
1981-07-25,Anthesis,40,3.249999999999999,194.65000000000006
1981-07-26,Anthesis,41,7.1000000000000005,201.75000000000006
1981-07-27,Anthesis,42,8.15,209.90000000000006
1981-07-28,Anthesis,43,10.0,219.90000000000006
1981-07-29,Anthesis,44,8.3,228.20000000000007
1981-07-30,Anthesis,45,6.8,235.00000000000009
1981-07-31,Anthesis,46,4.550000000000001,239.5500000000001
1981-08-01,Anthesis,47,4.8500000000000005,244.4000000000001
1981-08-02,Anthesis,48,4.8,249.2000000000001
1981-08-03,Anthesis,49,6.250000000000002,255.4500000000001
1981-08-04,Anthesis,50,10.750000000000002,266.2000000000001
1981-08-05,Anthesis,51,11.303355634408781,277.5033556344089
1981-08-06,Anthesis,52,6.8500000000000005,284.3533556344089
1981-08-07,Anthesis,53,6.1,290.4533556344089
1981-08-08,Anthesis,54,6.300000000000001,296.75335563440893
1981-08-09,Anthesis,55,5.1499999999999995,301.9033556344089
1981-08-10,Anthesis,56,7.449999999999999,309.3533556344089
1981-08-11,Anthesis,57,6.3,315.6533556344089
1981-08-12,Anthesis,58,8.25,323.9033556344089
1981-08-13,Anthesis,59,8.4,332.3033556344089
1981-08-14,Anthesis,60,9.549999999999999,341.8533556344089
1981-08-15,Anthesis,61,11.150000000000002,353.0033556344089
1981-08-16,Maturity,1,6.000000000000001,6.000000000000001
1981-08-17,Maturity,2,4.800000000000001,10.8
1981-08-18,Maturity,3,6.900000000000002,17.700000000000003
1981-08-19,Maturity,4,6.65,24.35
1981-08-20,Maturity,5,6.499999999999999,30.85
1981-08-21,Maturity,6,4.550000000000001,35.400000000000006
1981-08-22,Maturity,7,6.250000000000002,41.650000000000006
1981-08-23,Maturity,8,5.8500000000000005,47.50000000000001
1981-08-24,Maturity,9,7.15,54.650000000000006
1981-08-25,Maturity,10,7.750000000000001,62.400000000000006
1981-08-26,Maturity,11,10.100000000000001,72.5
1981-08-27,Maturity,12,8.506858102079534,81.00685810207953
1981-08-28,Maturity,13,8.25,89.25685810207953
1981-08-29,Maturity,14,8.450000000000001,97.70685810207954
1981-08-30,Maturity,15,7.1000000000000005,104.80685810207953
1981-08-31,Maturity,16,6.800000000000002,111.60685810207953
