Date,Stage,Stage Length,Daily Degree Days
1979-06-17,Double Ridge,62,13.169614711691002
1979-06-18,Double Ridge,63,13.87279348074677
1979-06-19,Double Ridge,64,13.790726571698844
1979-06-20,Double Ridge,65,14.445490076964774
1979-06-21,Double Ridge,66,13.487572262385061
1979-06-22,Double Ridge,67,10.700318424947035
1979-06-23,Double Ridge,68,10.39108131437567
1979-06-24,Double Ridge,69,9.558698304389004
1979-06-25,Double Ridge,70,9.897749987083314
1979-06-26,Double Ridge,71,10.060694238998384
1979-06-27,Double Ridge,72,10.264551157617628
1979-06-28,Double Ridge,73,10.72528670716161
1979-06-29,Double Ridge,74,10.88022996299604
1979-06-30,Anthesis,1,3.649999999999999
1979-07-01,Anthesis,2,2.9999999999999996
1979-07-02,Anthesis,3,3.3999999999999995
1979-07-03,Anthesis,4,4.500000000000001
1979-07-04,Anthesis,5,6.9
1979-07-05,Anthesis,6,7.65
1979-07-06,Anthesis,7,9.1
1979-07-07,Anthesis,8,6.700000000000002
1979-07-08,Anthesis,9,6.699999999999998
1979-07-09,Anthesis,10,8.35
1979-07-10,Anthesis,11,5.899999999999999
1979-07-11,Anthesis,12,6.45
1979-07-12,Anthesis,13,7.949999999999998
1979-07-13,Anthesis,14,7.8500000000000005
1979-07-14,Anthesis,15,5.800000000000001
1979-07-15,Anthesis,16,7.25
1979-07-16,Anthesis,17,6.049999999999999
1979-07-17,Anthesis,18,9.25
1979-07-18,Anthesis,19,8.55
1979-07-19,Anthesis,20,4.599999999999999
1979-07-20,Anthesis,21,7.0
1979-07-21,Anthesis,22,5.9
1979-07-22,Anthesis,23,2.25
1979-07-23,Anthesis,24,5.199999999999999
1979-07-24,Anthesis,25,6.499999999999999
1979-07-25,Anthesis,26,7.449999999999998
1979-07-26,Anthesis,27,8.499999999999998
1979-07-27,Anthesis,28,9.076853859534003
1979-07-28,Anthesis,29,10.8
1979-07-29,Anthesis,30,9.45
1979-07-30,Anthesis,31,7.5
1979-07-31,Anthesis,32,7.65
1979-08-01,Anthesis,33,7.799999999999999
1979-08-02,Anthesis,34,7.3999999999999995
1979-08-03,Anthesis,35,6.7
1979-08-04,Anthesis,36,7.5
1979-08-05,Anthesis,37,6.950000000000002
1979-08-06,Anthesis,38,7.85
1979-08-07,Anthesis,39,9.15
1979-08-08,Anthesis,40,5.4
1979-08-09,Anthesis,41,5.300000000000001
1979-08-10,Anthesis,42,5.099999999999999
1979-08-11,Anthesis,43,9.199999999999998
1979-08-12,Anthesis,44,10.550000000000002
1979-08-13,Anthesis,45,7.850000000000001
1979-08-14,Anthesis,46,8.4
1979-08-15,Anthesis,47,5.500000000000001
1979-08-16,Anthesis,48,4.300000000000001
1979-08-17,Anthesis,49,6.200000000000001
1979-08-18,Anthesis,50,6.15
1979-08-19,Anthesis,51,6.2
1979-08-20,Maturity,1,6.899999999999999
1979-08-21,Maturity,2,6.8999999999999995
1979-08-22,Maturity,3,3.55
1979-08-23,Maturity,4,0.9999999999999998
1979-08-24,Maturity,5,2.8
1979-08-25,Maturity,6,2.1499999999999995
1979-08-26,Maturity,7,4.300000000000002
1979-08-27,Maturity,8,3.1999999999999997
1979-08-28,Maturity,9,2.999999999999999
1979-08-29,Maturity,10,4.7
1979-08-30,Maturity,11,7.700000000000001
1979-08-31,Maturity,12,6.449999999999999
