Date,Stage,Stage Length,Daily Degree Days
1979-02-06,Emergence,124,0.07971523932371156
1979-02-07,Emergence,125,0.4273125061575063
1979-02-08,Emergence,126,0.1879060247444858
1979-02-09,Emergence,127,0.10792703788167397
1979-02-10,Emergence,128,0.0
1979-02-11,Emergence,129,0.0
1979-02-12,Emergence,130,0.0
1979-02-13,Emergence,131,0.9641316162021071
1979-02-14,Emergence,132,0.0
1979-02-15,Emergence,133,0.0
1979-02-16,Emergence,134,0.0
1979-02-17,Emergence,135,0.0
1979-02-18,Emergence,136,0.0
1979-02-19,Emergence,137,0.0
1979-02-20,Emergence,138,0.0
1979-02-21,Emergence,139,0.0
1979-02-22,Emergence,140,1.2130179860280934
1979-02-23,Emergence,141,1.683993234083022
1979-02-24,Emergence,142,0.9340218206737938
1979-02-25,Emergence,143,1.1737121055306667
1979-02-26,Emergence,144,0.7669533045692731
1979-02-27,Emergence,145,1.7792617648524
1979-02-28,Emergence,146,0.924148951186696
1979-03-01,Emergence,147,1.9180072870875438
1979-03-02,Emergence,148,3.1633522589741596
1979-03-03,Emergence,149,5.239501942008221
1979-03-04,Emergence,150,3.1359140133688386
1979-03-05,Emergence,151,2.3872705371519425
1979-03-06,Emergence,152,2.492120303953645
1979-03-07,Emergence,153,1.7938474873111205
1979-03-08,Emergence,154,2.3006954806278683
1979-03-09,Emergence,155,2.750275050285342
1979-03-10,Emergence,156,2.701804254079374
1979-03-11,Emergence,157,3.536968306630046
1979-03-12,Emergence,158,3.42838966596694
1979-03-13,Emergence,159,1.7230935090796162
1979-03-14,Emergence,160,0.5773397797401759
1979-03-15,Emergence,161,0.0
1979-03-16,Emergence,162,0.0
1979-03-17,Emergence,163,0.8143301344629855
1979-03-18,Emergence,164,1.8662021125434785
1979-03-19,Emergence,165,1.415044584407941
1979-03-20,Emergence,166,3.0760745996194356
1979-03-21,Emergence,167,2.2273847678852188
1979-03-22,Emergence,168,1.7709120962666831
1979-03-23,Emergence,169,1.8470496397306178
1979-03-24,Emergence,170,3.0039629141338913
1979-03-25,Double Ridge,1,3.5118754324804438
1979-03-26,Double Ridge,2,1.7613947911855676
1979-03-27,Double Ridge,3,2.0116334082579326
1979-03-28,Double Ridge,4,0.9900294212966293
1979-03-29,Double Ridge,5,1.2369057441910065
1979-03-30,Double Ridge,6,1.594881919671488
1979-03-31,Double Ridge,7,2.3892985474302217
1979-04-01,Double Ridge,8,2.6568956229497975
1979-04-02,Double Ridge,9,1.94374781084098
1979-04-03,Double Ridge,10,1.5203472956294062
1979-04-04,Double Ridge,11,1.3396320591919793
1979-04-05,Double Ridge,12,1.831418830476406
1979-04-06,Double Ridge,13,1.080821511175284
1979-04-07,Double Ridge,14,2.440347028044084
1979-04-08,Double Ridge,15,2.7238875096904533
1979-04-09,Double Ridge,16,4.386798923890111
1979-04-10,Double Ridge,17,5.90266632865125
1979-04-11,Double Ridge,18,7.028436282827737
1979-04-12,Double Ridge,19,4.687772693415607
1979-04-13,Double Ridge,20,5.942375095413087
1979-04-14,Double Ridge,21,7.738439247928601
1979-04-15,Double Ridge,22,8.48518326915456
1979-04-16,Double Ridge,23,5.042036659335523
1979-04-17,Double Ridge,24,2.793895467684728
1979-04-18,Double Ridge,25,3.3243384061707992
1979-04-19,Double Ridge,26,5.140484870038003
1979-04-20,Double Ridge,27,5.827542056452367
1979-04-21,Double Ridge,28,4.415100107500894
1979-04-22,Double Ridge,29,4.942416758787066
1979-04-23,Double Ridge,30,5.576678592386644
1979-04-24,Double Ridge,31,4.224590117120755
1979-04-25,Double Ridge,32,3.8224587389347247
1979-04-26,Double Ridge,33,4.089264809865684
1979-04-27,Double Ridge,34,4.666236911956083
1979-04-28,Double Ridge,35,4.393459002454962
1979-04-29,Double Ridge,36,3.942897154747089
1979-04-30,Double Ridge,37,3.90306454676265
1979-05-01,Double Ridge,38,2.9141072302704956
1979-05-02,Double Ridge,39,1.909954343174243
1979-05-03,Double Ridge,40,2.600850297738007
1979-05-04,Double Ridge,41,2.0454622895125376
1979-05-05,Double Ridge,42,2.6744387960791807
1979-05-06,Double Ridge,43,3.166387159751763
1979-05-07,Double Ridge,44,5.49716281567435
1979-05-08,Double Ridge,45,6.6417175988151556
1979-05-09,Double Ridge,46,6.203575848081066
1979-05-10,Double Ridge,47,5.908221195734041
1979-05-11,Double Ridge,48,8.468600107085024
1979-05-12,Double Ridge,49,10.379193253745372
1979-05-13,Double Ridge,50,11.66465494043983
1979-05-14,Double Ridge,51,12.580973333711855
1979-05-15,Double Ridge,52,13.159401859437645
1979-05-16,Double Ridge,53,11.840589875232356
1979-05-17,Double Ridge,54,7.536535845939014
1979-05-18,Double Ridge,55,7.894044143414841
1979-05-19,Double Ridge,56,6.951076567049059
1979-05-20,Double Ridge,57,6.552468041356016
1979-05-21,Double Ridge,58,7.82533600983697
1979-05-22,Double Ridge,59,7.464984839284476
1979-05-23,Double Ridge,60,7.866136027386461
1979-05-24,Double Ridge,61,6.770092798176706
1979-05-25,Double Ridge,62,6.313937128238808
1979-05-26,Double Ridge,63,7.325709741893495
1979-05-27,Double Ridge,64,7.564477657437827
1979-05-28,Double Ridge,65,7.721507425353697
1979-05-29,Double Ridge,66,11.569046446638009
1979-05-30,Double Ridge,67,10.991633984379638
1979-05-31,Double Ridge,68,9.989687116073718
1979-06-01,Double Ridge,69,8.936316083075697
1979-06-02,Double Ridge,70,10.98935608351377
1979-06-03,Double Ridge,71,9.970640893896428
1979-06-04,Double Ridge,72,12.291745668740996
1979-06-05,Double Ridge,73,12.499459555449326
1979-06-06,Double Ridge,74,9.337678444329548
1979-06-07,Double Ridge,75,8.123077721573372
1979-06-08,Double Ridge,76,9.47221634734256
1979-06-09,Double Ridge,77,11.857133905211947
1979-06-10,Double Ridge,78,11.021477436279445
1979-06-11,Double Ridge,79,9.835145631165028
1979-06-12,Double Ridge,80,8.642472210401579
1979-06-13,Double Ridge,81,11.642263244803152
1979-06-14,Double Ridge,82,10.704676369221252
1979-06-15,Double Ridge,83,7.593110483018759
1979-06-16,Double Ridge,84,11.118334910815292
1979-06-17,Double Ridge,85,13.169614711691002
1979-06-18,Double Ridge,86,13.87279348074677
1979-06-19,Double Ridge,87,13.790726571698844
1979-06-20,Double Ridge,88,14.445490076964774
1979-06-21,Double Ridge,89,13.487572262385061
1979-06-22,Anthesis,1,4.300000000000002
1979-06-23,Anthesis,2,3.9500000000000006
1979-06-24,Anthesis,3,2.9999999999999996
1979-06-25,Anthesis,4,3.3999999999999995
1979-06-26,Anthesis,5,3.6000000000000014
1979-06-27,Anthesis,6,3.8500000000000005
1979-06-28,Anthesis,7,4.4
1979-06-29,Anthesis,8,4.600000000000001
1979-06-30,Anthesis,9,3.649999999999999
1979-07-01,Anthesis,10,2.9999999999999996
1979-07-02,Anthesis,11,3.3999999999999995
1979-07-03,Anthesis,12,4.500000000000001
1979-07-04,Anthesis,13,6.9
1979-07-05,Anthesis,14,7.65
1979-07-06,Anthesis,15,9.1
1979-07-07,Anthesis,16,6.700000000000002
1979-07-08,Anthesis,17,6.699999999999998
1979-07-09,Anthesis,18,8.35
1979-07-10,Anthesis,19,5.899999999999999
1979-07-11,Anthesis,20,6.45
1979-07-12,Anthesis,21,7.949999999999998
1979-07-13,Anthesis,22,7.8500000000000005
1979-07-14,Anthesis,23,5.800000000000001
1979-07-15,Anthesis,24,7.25
1979-07-16,Anthesis,25,6.049999999999999
1979-07-17,Anthesis,26,9.25
1979-07-18,Anthesis,27,8.55
1979-07-19,Anthesis,28,4.599999999999999
1979-07-20,Anthesis,29,7.0
1979-07-21,Anthesis,30,5.9
1979-07-22,Anthesis,31,2.25
1979-07-23,Anthesis,32,5.199999999999999
1979-07-24,Anthesis,33,6.499999999999999
1979-07-25,Anthesis,34,7.449999999999998
1979-07-26,Anthesis,35,8.499999999999998
1979-07-27,Anthesis,36,9.076853859534003
1979-07-28,Anthesis,37,10.8
1979-07-29,Anthesis,38,9.45
1979-07-30,Anthesis,39,7.5
1979-07-31,Anthesis,40,7.65
1979-08-01,Anthesis,41,7.799999999999999
1979-08-02,Anthesis,42,7.3999999999999995
1979-08-03,Anthesis,43,6.7
1979-08-04,Anthesis,44,7.5
1979-08-05,Anthesis,45,6.950000000000002
1979-08-06,Anthesis,46,7.85
1979-08-07,Anthesis,47,9.15
1979-08-08,Anthesis,48,5.4
1979-08-09,Anthesis,49,5.300000000000001
1979-08-10,Anthesis,50,5.099999999999999
1979-08-11,Anthesis,51,9.199999999999998
1979-08-12,Anthesis,52,10.550000000000002
1979-08-13,Anthesis,53,7.850000000000001
1979-08-14,Anthesis,54,8.4
1979-08-15,Maturity,1,5.500000000000001
1979-08-16,Maturity,2,4.300000000000001
1979-08-17,Maturity,3,6.200000000000001
1979-08-18,Maturity,4,6.15
1979-08-19,Maturity,5,6.2
1979-08-20,Maturity,6,6.899999999999999
1979-08-21,Maturity,7,6.8999999999999995
1979-08-22,Maturity,8,3.55
1979-08-23,Maturity,9,0.9999999999999998
1979-08-24,Maturity,10,2.8
1979-08-25,Maturity,11,2.1499999999999995
1979-08-26,Maturity,12,4.300000000000002
1979-08-27,Maturity,13,3.1999999999999997
1979-08-28,Maturity,14,2.999999999999999
1979-08-29,Maturity,15,4.7
1979-08-30,Maturity,16,7.700000000000001
1979-08-31,Maturity,17,6.449999999999999
